,external_gene_name,gene_biotype,kME.set1.ME,kME.set2.ME,kME.set3ME,p.kME.set1.ME,p.kME.set2.ME,p.kME.set3ME,Module
15901,GNG12-AS1,lncRNA,0.9680835313137801,0.9752267692713101,0.9848213553402171,4.8983363347791e-11,6.600186949965539e-12,1.35092072455796e-13,darkturquoise
3988,WLS,protein_coding,0.967421963951658,0.9801375409967651,0.9891494861202641,5.7600104193697707e-11,1.14460507970051e-12,9.337867494116991e-15,darkturquoise
18852,AC021504.1,lncRNA,0.957122938048872,0.9006092238976461,0.9165612368451791,5.01984167474453e-10,3.49145622349593e-07,9.069250639750029e-08,darkturquoise
2068,SAMD15,protein_coding,0.9538380408375781,0.935208590978753,0.9385762613985931,8.966910519086249e-10,1.27277505397996e-08,8.39408149417431e-09,darkturquoise
621,TTC17,protein_coding,0.945231126344386,0.883347359757433,0.9205691677242959,3.42582066513229e-09,1.1884867400596e-06,6.19645658243259e-08,darkturquoise
3561,NME5,protein_coding,0.9446557416405821,0.8249595004160251,0.9195139986601959,3.717742892017221e-09,2.51805935174992e-05,6.86308543424238e-08,darkturquoise
13339,TTC30B,protein_coding,0.94157307877501,0.887106651455871,0.8624525794667809,5.679868321901011e-09,9.25792644568964e-07,4.1464932629102304e-06,darkturquoise
6708,CLBA1,protein_coding,0.93763060697905,0.80370701561923,0.933902160030323,9.45680412427668e-09,5.8632201892433995e-05,1.48695081427437e-08,darkturquoise
7205,NPHP1,protein_coding,0.933898325458223,0.908379146842573,0.952841819784584,1.48762282009839e-08,1.86688466132286e-07,1.06035915217758e-09,darkturquoise
16564,CT75,transcribed_unprocessed_pseudogene,0.9259273144544351,0.955102237154713,0.9463136220777951,3.60553459570754e-08,7.20953397560459e-10,2.9302375697511896e-09,darkturquoise
8157,CNKSR3,protein_coding,0.922865618218223,0.9398963234032929,0.95704250489408,4.93651051493198e-08,7.0846866563878994e-09,5.09437418317099e-10,darkturquoise
12546,FAM227A,protein_coding,0.9189046438953209,0.9078581676030258,0.9648169995736758,7.275670098115059e-08,1.95023161716281e-07,1.05710413028047e-10,darkturquoise
10921,RSPH9,protein_coding,0.918661144613833,0.8955478398793509,0.947485038407242,7.44644965455579e-08,5.110241727446589e-07,2.46531477861114e-09,darkturquoise
18129,LINC00648,lncRNA,0.918398819695853,0.8024763305050121,0.982296029864529,7.63430781789328e-08,6.1382382737213e-05,4.59088057097416e-13,darkturquoise
2690,LIM2,protein_coding,0.9149666280213341,0.943582650887804,0.921766788554857,1.04981386338442e-07,4.3203238744493e-09,5.50848125746576e-08,darkturquoise
13786,ZNF521,protein_coding,0.914922811434418,0.979222861110476,0.953197699667957,1.05400044897932e-07,1.63618061604174e-12,9.99135910387338e-10,darkturquoise
3841,CHST10,protein_coding,0.91134983180301,0.920004103407797,0.8565894133902109,1.44799412387308e-07,6.5461048905699e-08,5.679469280867009e-06,darkturquoise
18667,LINC01894,lncRNA,0.910037714591607,0.9301212295547528,0.958464809465975,1.62171321256376e-07,2.29248032217782e-08,3.90898964593796e-10,darkturquoise
9092,LMX1A,protein_coding,0.906072299626575,0.943092508034112,0.939407367076112,2.26085422159663e-07,4.62266548628411e-09,7.54733332724079e-09,darkturquoise
9038,WNT4,protein_coding,0.90252211693538,0.937674022389995,0.949372821818832,3.00731979403161e-07,9.405572731840808e-09,1.85047610404156e-09,darkturquoise
5989,AMHR2,protein_coding,0.9018229536939121,0.909034486574885,0.9031760537619421,3.17706846625088e-07,1.7664316394126199e-07,2.8557043322586797e-07,darkturquoise
10313,AXIN2,protein_coding,0.9009489743261909,0.922205429271863,0.93333552005326,3.4008558143955195e-07,5.2736236559411395e-08,1.5891592539924e-08,darkturquoise
13066,CFAP54,protein_coding,0.9008431008403571,0.913291916747897,0.9509368068231859,3.42886833997148e-07,1.2204742547394901e-07,1.4468297593293303e-09,darkturquoise
10558,SIK2,protein_coding,0.9005674257610609,0.892778869443631,0.914077608076685,3.50274517954873e-07,6.24359481088151e-07,1.1376357762537401e-07,darkturquoise
9142,CFAP36,protein_coding,0.900276985688856,0.849261400499568,0.8747608597413179,3.58206267947809e-07,8.25888316293359e-06,2.0396432279959703e-06,darkturquoise
4230,ABITRAM,protein_coding,0.8983850000228392,0.8464360657539709,0.862904173452313,4.1377717442399103e-07,9.49226028095756e-06,4.0448423660567905e-06,darkturquoise
12875,NAP1L1,protein_coding,0.9911244971828329,0.992095187779317,0.975561324804478,1.8830781913810897e-15,7.477788209438901e-16,5.92615458554409e-12,salmon
11132,CBX2,protein_coding,0.9890754919897891,0.98839629632035,0.958353529881731,9.857344307299592e-15,1.59366087665466e-14,3.9921557658003897e-10,salmon
6286,IGFBPL1,protein_coding,0.9859111510794001,0.992339872273227,0.983982218733795,7.468809434604469e-14,5.81916205933295e-16,2.0722573149451396e-13,salmon
6058,GLUL,protein_coding,0.9848659445998259,0.9791642373763829,0.925518418002327,1.3196813865097899e-13,1.6731721082672698e-12,3.76293121595634e-08,salmon
17950,AC084824.2,processed_pseudogene,0.981983448176974,0.978879256118077,0.94439122287925,5.27568173748758e-13,1.86359138785293e-12,3.85904476375787e-09,salmon
8102,ADGRA3,protein_coding,0.9799699918142049,0.976285486063952,0.906471044019521,1.2235235158891698e-12,4.66932101162569e-12,2.1880234264696302e-07,salmon
1111,TEAD2,protein_coding,0.979791773577073,0.980856183533787,0.9854374076668629,1.3126413992020901e-12,8.54276697114586e-13,9.716568929325079e-14,salmon
14084,PDE7A,protein_coding,0.979683053959507,0.9933702581743059,0.9652042369623379,1.36974521652918e-12,1.83798341522012e-16,9.68716128213011e-11,salmon
18119,HNRNPUP1,processed_pseudogene,0.977948322535813,0.95764924200145,0.934091221497107,2.62386204797785e-12,4.5551547121287397e-10,1.45414299013699e-08,salmon
14228,RPL15P3,processed_pseudogene,0.9773099710278208,0.973940669671534,0.9842892607644731,3.2901663029561494e-12,9.85473710788576e-12,1.7767051087543304e-13,salmon
13188,RPS2P46,processed_pseudogene,0.9766531480801279,0.9756374240968241,0.9671956118084609,4.1254198158202496e-12,5.781508968115731e-12,6.083725648113349e-11,salmon
13177,PNRC2,protein_coding,0.976398469287432,0.957965451522049,0.963879912793438,4.49588745140902e-12,4.2943702982643e-10,1.3006491818441599e-10,salmon
7555,NONO,protein_coding,0.9763577967492192,0.975852183853078,0.971236221131205,4.55766232759483e-12,5.38978617331275e-12,2.15283574253363e-11,salmon
9603,INTS8,protein_coding,0.9761325008999409,0.9834701374920641,0.981955752234022,4.91344939450143e-12,2.66122866114507e-13,5.340448610396071e-13,salmon
15495,UBAC2-AS1,lncRNA,0.974250376532506,0.9160063690862791,0.889997290189902,8.96456152524959e-12,9.5460365121781e-08,7.594267704691791e-07,salmon
1995,RPL3,protein_coding,0.9730234344045571,0.976186747127669,0.9881769631739169,1.29592345862073e-11,4.825640639146901e-12,1.8499390868074697e-14,salmon
15932,EEF1B2P3,processed_pseudogene,0.972999165369972,0.978880519441389,0.9886261010842629,1.3051800794831501e-11,1.86270720374635e-12,1.35896964681164e-14,salmon
9264,PPP4R2,protein_coding,0.97252166467525,0.968123331517596,0.9458582247593861,1.4994217692329e-11,4.85029133291768e-11,3.1305505555135e-09,salmon
9832,BRD7,protein_coding,0.972311750868348,0.9842286762800441,0.9874984816395849,1.5924930313128698e-11,1.8319143579611398e-13,2.8847346313446493e-14,salmon
15791,Z97353.1,processed_pseudogene,0.971646462647584,0.9590925523246578,0.98987617647179,1.9215966011367397e-11,3.46750173910673e-10,5.3751166087757205e-15,salmon
14621,HNRNPA1P7,processed_pseudogene,0.9715676921613571,0.949409361964136,0.9919333661575308,1.96423501571182e-11,1.8400320080756199e-09,8.789417382625839e-16,salmon
16133,NAP1L4P3,processed_pseudogene,0.9715292821817858,0.9939997302851801,0.9645271114205709,1.98532390934462e-11,8.290630382474821e-17,1.12779399812882e-10,salmon
8125,HNRNPU,protein_coding,0.971140471384648,0.992588034128546,0.9847778414132191,2.2101732103515102e-11,4.47482434812605e-16,1.3820275061264801e-13,salmon
7573,RBMX,protein_coding,0.97097552668024,0.9745816607104559,0.987476779891573,2.3120737590450897e-11,8.090804950216381e-12,2.92484193551833e-14,salmon
2119,PNN,protein_coding,0.9702377405757341,0.8742351184682029,0.9084835077434058,2.81971400465649e-11,2.10552293032893e-06,1.85056461114401e-07,salmon
17482,HAUS1P1,processed_pseudogene,0.9701776200356891,0.9570056074844571,0.911446149433411,2.8650620685579698e-11,5.12888586465035e-10,1.43590240431761e-07,salmon
6990,PGD,protein_coding,0.9700537759871919,0.9628225302187919,0.9616978577228651,2.9604844538215306e-11,1.63289404142613e-10,2.06519186012468e-10,salmon
7035,NME7,protein_coding,0.9688433503052679,0.9641039070529219,0.9419625889530631,4.04926335805984e-11,1.23838158362403e-10,5.39060671147193e-09,salmon
4424,TARDBP,protein_coding,0.9685422325950078,0.9560267004985409,0.96840576966877,4.3689899018977e-11,6.12201336394688e-10,4.52098751280844e-11,salmon
11766,TAF7,protein_coding,0.968058113382394,0.957972684747745,0.9741916017887791,4.92923633322709e-11,4.2885603193721605e-10,9.127884496366269e-12,salmon
2390,LONP2,protein_coding,0.9852670274487572,0.9673446885692429,0.844119352759677,1.0658469258351299e-13,5.868794276865839e-11,1.0618242233786e-05,bisque4
13738,C6orf89,protein_coding,0.983707803989172,0.951771769169808,0.941071984633471,2.37185739168811e-13,1.2645404019497302e-09,6.071766214838771e-09,bisque4
17612,PCDHGB4,protein_coding,0.977377681350125,0.9628533063894109,0.946575054128498,3.21311829620691e-12,1.62226913807025e-10,2.8203556977619605e-09,bisque4
3953,EDEM3,protein_coding,0.974391929012547,0.944955418324607,0.926553209911074,8.58163827794179e-12,3.5631134978270098e-09,3.37566631078673e-08,bisque4
4362,SNX19,protein_coding,0.973802524960729,0.9027849488670899,0.949495246173899,1.02760412829963e-11,2.94556638102741e-07,1.8156857716858898e-09,bisque4
856,DIP2B,protein_coding,0.973691032913554,0.949500294150947,0.9287642782319631,1.06274349913367e-11,1.8142635442393802e-09,2.66218499611504e-08,bisque4
1194,KLHL20,protein_coding,0.9712365123371959,0.943581567847581,0.8976944239652049,2.15266335890297e-11,4.32097251089462e-09,4.3583766411964103e-07,bisque4
10562,USP38,protein_coding,0.96387239354486,0.9202630692182231,0.8561516133559549,1.3027859120743902e-10,6.38379774069403e-08,5.81125189140802e-06,bisque4
273,MBTPS2,protein_coding,0.9591677810383791,0.9434498580450591,0.9448112281866379,3.41762847474405e-10,4.4004877751339e-09,3.63680120651905e-09,bisque4
7931,ANKRD50,protein_coding,0.957967832049465,0.969454199351022,0.950538376080252,4.29245741957027e-10,3.46272532583023e-11,1.54158859583056e-09,bisque4
5247,EPB41L4A,protein_coding,0.952510292697597,0.918695636987596,0.929298925031223,1.12030384526863e-09,7.42204914793785e-08,2.5107746737237702e-08,bisque4
9663,ATP7A,protein_coding,0.9510304437772041,0.9244591603354021,0.871528146483596,1.4253102596141002e-09,4.1986826935158905e-08,2.47452125888756e-06,bisque4
7614,MTDH,protein_coding,0.9493710351136669,0.894329603103607,0.9057041523904109,1.85098810897149e-09,5.584816384865361e-07,2.3299481953295804e-07,bisque4
3455,KCTD20,protein_coding,0.9474792142614681,0.9069508331871401,0.9656293335056129,2.46745725057e-09,2.1030866128005302e-07,8.791680080866949e-11,bisque4
9450,LMBRD2,protein_coding,0.9470544862328821,0.976371124751922,0.946421191001039,2.6281291859533303e-09,4.537338207002429e-12,2.88458306513915e-09,bisque4
1360,CDH7,protein_coding,0.9455063689976829,0.8627158935313879,0.9010501043000541,3.29337003996652e-09,4.08695963764428e-06,3.3742832307449303e-07,bisque4
6802,CDH13,protein_coding,0.9414263055854821,0.905196176139641,0.9453432702604521,5.79231279769039e-09,2.4282791082575495e-07,3.37130691179834e-09,bisque4
6043,DYNC1LI2,protein_coding,0.937542454768831,0.914314924970659,0.868778289160089,9.56157225963602e-09,1.1135920916556199e-07,2.90502272450579e-06,bisque4
3272,HIPK3,protein_coding,0.931632675666154,0.864826291563468,0.8097894499109691,1.93389955605297e-08,3.6357606372590598e-06,4.6525743712346704e-05,bisque4
10311,ADAM9,protein_coding,0.928701501340997,0.9339798647124259,0.936116884752938,2.68047221193022e-08,1.4733897830462599e-08,1.14014844206569e-08,bisque4
18794,LRRC37A16P,transcribed_unprocessed_pseudogene,0.9277591752512141,0.949095412205817,0.940428116786391,2.9683699825269802e-08,1.93146268707561e-09,6.60966665138698e-09,bisque4
7673,GPR107,protein_coding,0.9274146181329241,0.941449908485631,0.9230903699311751,3.08013693907607e-08,5.77410092200934e-09,4.82608956939605e-08,bisque4
228,IDS,protein_coding,0.9243572193818159,0.8816495323710329,0.8779249793762021,4.24283690568901e-08,1.32674655155491e-06,1.67938575494052e-06,bisque4
1487,CPNE3,protein_coding,0.921503050103879,0.9808083616938199,0.884684919379354,5.65401179134058e-08,8.71368103272703e-13,1.08848813676356e-06,bisque4
9693,ZCCHC24,protein_coding,0.9199028090450471,0.9319279392421791,0.895493753310724,6.61055712443732e-08,1.86985031288761e-08,5.13054738468473e-07,bisque4
11249,PDE12,protein_coding,0.9198431799863009,0.95631483117039,0.9019968434023079,6.64875478978864e-08,5.81367060062299e-10,3.13409499433353e-07,bisque4
19063,TMEM185A,protein_coding,0.9171436695889521,0.906947069791749,0.863860835464115,8.59109988638114e-08,2.10374158191005e-07,3.83655326236546e-06,bisque4
10677,MSANTD4,protein_coding,0.916594177395753,0.890720960208499,0.9348168128166009,9.04160609502789e-08,7.2206688039757e-07,1.33399182534648e-08,bisque4
18197,AC243562.1,unprocessed_pseudogene,0.9162549982472579,0.9337167341601709,0.8784703148172571,9.32977747199551e-08,1.51974993674434e-08,1.62319380469866e-06,bisque4
11958,MIGA1,protein_coding,0.9134465727778379,0.876856526775383,0.8492509979936279,1.2037678171046e-07,1.7943514632236001e-06,8.263158913724409e-06,bisque4
2914,TGFBR1,protein_coding,0.9786149890155891,0.9455488944977809,0.944352717140112,2.05680268083224e-12,3.2733085084065696e-09,3.87999821790155e-09,darkred
1947,TTC28,protein_coding,0.9755430651233359,0.881151148873259,0.868246591205785,5.96132770393805e-12,1.36987326598166e-06,2.99529588593021e-06,darkred
8022,SETBP1,protein_coding,0.965380321345855,0.971536797965389,0.8934612003732478,9.30703236538942e-11,1.98118192012041e-11,5.945906463764149e-07,darkred
1684,ZNF268,protein_coding,0.962067619247711,0.8881395000861709,0.873930428542542,1.91321698927819e-10,8.63065182288063e-07,2.14453490118773e-06,darkred
13735,NCOA6,protein_coding,0.9524386512739069,0.950994493303863,0.9396056787675129,1.13363815814666e-09,1.4335391788406198e-09,7.3566235119165914e-09,darkred
3342,PARP11,protein_coding,0.9495950632730079,0.8909647785071759,0.8326583942844871,1.78774235020031e-09,7.09842100533221e-07,1.80289433112823e-05,darkred
8534,ZNF618,protein_coding,0.9385852315410129,0.9103067592867661,0.809038735719467,8.38451975362548e-09,1.58469368170151e-07,4.78937985787855e-05,darkred
8017,OBI1,protein_coding,0.9358060116117808,0.9026055437891701,0.8594584834024499,1.1841214116836299e-08,2.98759824473476e-07,4.87764105818005e-06,darkred
6662,ESD,protein_coding,0.934009649084364,0.842210439737174,0.8827347852169971,1.4682203456620601e-08,1.16301665864985e-05,1.23686470992274e-06,darkred
6459,EXOC6,protein_coding,0.933909069964869,0.9702848359543399,0.912419231158587,1.48574051876502e-08,2.7846290790486603e-11,1.31855804422672e-07,darkred
746,ZNF112,protein_coding,0.932543025788817,0.912506664941568,0.9723990318764352,1.7423094893508997e-08,1.30843308759354e-07,1.5532000479396303e-11,darkred
12749,POLR3C,protein_coding,0.9315941961358578,0.8670959609101608,0.9124255550541641,1.9423852154443797e-08,3.1989459738480098e-06,1.31782346008144e-07,darkred
5873,PHC2,protein_coding,0.9284689034148431,0.852379537638903,0.835884689578695,2.7491823931330198e-08,7.05965942830154e-06,1.55957458801844e-05,darkred
14129,CRYZL1,protein_coding,0.9228934346470842,0.964868406404307,0.9396941650715229,4.92272660571848e-08,1.04498018829262e-10,7.272888998995291e-09,darkred
9192,HELQ,protein_coding,0.9217042484109141,0.899287972806002,0.853458372125291,5.54269386869159e-08,3.8639129050314395e-07,6.68113064244363e-06,darkred
14077,ZBTB10,protein_coding,0.920540239582267,0.843774144779432,0.931388730251436,6.21395518347008e-08,1.0795436967459501e-05,1.98824447041871e-08,darkred
11813,ZNF664,protein_coding,0.9164056745246221,0.9209035131885721,0.943218604904307,9.20079387531347e-08,5.99728866221281e-08,4.54317859516382e-09,darkred
5939,USP30,protein_coding,0.915780909360394,0.9039038648575909,0.873605445761156,9.74588190811006e-08,2.69477263026554e-07,2.1868291774057998e-06,darkred
1330,RFX3,protein_coding,0.9152786288308521,0.9590383645097651,0.9402231283754671,1.020416856306e-07,3.50381737513309e-10,6.789385591532211e-09,darkred
2134,IFT52,protein_coding,0.915142611951991,0.945210893785159,0.9790536104925559,1.0331436544010599e-07,3.4357369802353194e-09,1.7449703186263399e-12,darkred
10868,KLF11,protein_coding,0.914895589662896,0.871164919098548,0.891411427687287,1.05660870718238e-07,2.5280309298655e-06,6.87910313062468e-07,darkred
85,KMT2E,protein_coding,0.914623090915072,0.8709285703026691,0.8460468894478759,1.0830277499625199e-07,2.56338120360428e-06,9.67392176176138e-06,darkred
11973,ZNF594,protein_coding,0.911443780942643,0.9159022112899008,0.8846768021451309,1.4361986934279e-07,9.637915517264e-08,1.08907239005294e-06,darkred
4201,LDAH,protein_coding,0.909248844816808,0.9588111545823051,0.9591489253386479,1.73460556735456e-07,3.65971988920106e-10,3.43006992207689e-10,darkred
20414,HSPA14,protein_coding,0.908448172056604,0.979923387476622,0.9200030453931491,1.85607656253047e-07,1.2463020594388e-12,6.54677526681394e-08,darkred
12514,EIF4ENIF1,protein_coding,0.907348643020265,0.9471208258074759,0.970203306207484,2.03483986009908e-07,2.60244948679022e-09,2.84561014223487e-11,darkred
9696,SLC16A9,protein_coding,0.905992749412952,0.8078109132547591,0.9061634602246691,2.2756322160016304e-07,5.0205096192129204e-05,2.2440214780869002e-07,darkred
14335,ERV3-1,protein_coding,0.9056152391645509,0.9633656311229241,0.9308318075600011,2.3469065577961602e-07,1.45403268531239e-10,2.11730399164405e-08,darkred
5151,LRRC4,protein_coding,0.9033928589459219,0.9537714163757521,0.9415297317250749,2.80691875087743e-07,9.06905256725008e-10,5.71287784939762e-09,darkred
11366,LINC00476,lncRNA,0.8975617427809921,0.895675073958856,0.8863774740896658,4.40190502983033e-07,5.062747790990679e-07,9.72409957446904e-07,darkred
5185,MINDY2,protein_coding,0.975256848858772,0.92562713216326,0.886247601508697,6.53696530292815e-12,3.7205133771251603e-08,9.80921739406662e-07,orange
5230,MTUS1,protein_coding,0.9662631376271971,0.909973171829857,0.9426678573129169,7.590567648854321e-11,1.63070451123294e-07,4.89930831906468e-09,orange
9292,SMIM14,protein_coding,0.965384466884885,0.958884548584605,0.863538897681673,9.298241973202159e-11,3.60871239429831e-10,3.90559311759463e-06,orange
7973,SLC25A4,protein_coding,0.957473594332515,0.8893026131790891,0.8102766813293231,4.70588730607005e-10,7.968468633915309e-07,4.5655763499568895e-05,orange
11694,TMEM151B,protein_coding,0.954039372217925,0.910173296761486,0.942966507248884,8.664307498655399e-10,1.6029651724978098e-07,4.70329627328628e-09,orange
8459,LHFPL4,protein_coding,0.952521040640625,0.9136664904080071,0.8156734181468069,1.118315196447e-09,1.18035264130599e-07,3.6908413918325e-05,orange
13814,TOX,protein_coding,0.951762173177132,0.8763299778629979,0.903235098661063,1.26651607933161e-09,1.85345758888807e-06,2.84234596079243e-07,orange
6773,SH3GL3,protein_coding,0.9483299660996289,0.8209550834190641,0.8397433479739301,2.17112315148559e-09,2.97730383887083e-05,1.30594267594916e-05,orange
2078,PPM1A,protein_coding,0.948053273504787,0.9208013689633879,0.862186492778162,2.2639039868259804e-09,6.05753827562649e-08,4.2074090345888e-06,orange
8784,ABCG1,protein_coding,0.936903451160017,0.9740103344575679,0.8990444866012691,1.0351628856808001e-08,9.64805350905533e-12,3.93616987615e-07,orange
8162,JAZF1,protein_coding,0.936333298031818,0.876415899470803,0.950930353842189,1.11038039020457e-08,1.84369982613959e-06,1.44832312777059e-09,orange
5959,SRPK2,protein_coding,0.9359471276165171,0.955747828209327,0.953454501929505,1.1639814263931298e-08,6.4339076526875e-10,9.568903533439189e-10,orange
8178,DGKE,protein_coding,0.9319242205686891,0.846962897731676,0.9163577579258929,1.87064538314881e-08,9.25100491669243e-06,9.241643463688811e-08,orange
558,TSPAN17,protein_coding,0.931346236898139,0.9313479337667758,0.913046228486547,1.9978451889378996e-08,1.99746103792583e-08,1.2474269993747e-07,orange
6223,RALGPS1,protein_coding,0.9285068063826,0.969692116263973,0.8511645144702429,2.7378826386967896e-08,3.25519015327533e-11,7.50785633327213e-06,orange
8618,B4GALT5,protein_coding,0.927416667024335,0.9178110118264731,0.907329863713668,3.07946168618609e-08,8.070221665035941e-08,2.03801793679157e-07,orange
10449,PTPN9,protein_coding,0.9225513222109291,0.9240062157123541,0.9310695594260759,5.09459391564116e-08,4.39796314107898e-08,2.0613456589712302e-08,orange
8975,ADCY9,protein_coding,0.917878814012087,0.9506331550160071,0.9209714978498399,8.018864815294241e-08,1.51857137344023e-09,5.957476452229941e-08,orange
13243,ZNF836,protein_coding,0.9120885343952378,0.8871772595479449,0.872397147430344,1.35746904680657e-07,9.21382701634047e-07,2.35044019886932e-06,orange
5425,AKAP12,protein_coding,0.9088090720399129,0.960593383052963,0.9589817152934709,1.80044294919976e-07,2.58352478147976e-10,3.54213627107488e-10,orange
11644,GRB2,protein_coding,0.908641999580624,0.925486667843832,0.829760551993871,1.8260155655898302e-07,3.77539825840992e-08,2.04840689418591e-05,orange
2529,ZDHHC2,protein_coding,0.908308164812067,0.848802739589207,0.9641719987190279,1.8780558976053603e-07,8.44921877808384e-06,1.21997536253642e-10,orange
2250,RNF125,protein_coding,0.9045242856117209,0.90221872443892,0.9561986099826569,2.56383773311623e-07,3.07999151288808e-07,5.93637758876555e-10,orange
9784,FRAT1,protein_coding,0.9042373302597819,0.8048713696256841,0.9231767229520871,2.62369695253346e-07,5.61274152213547e-05,4.78423710650996e-08,orange
4120,ESYT2,protein_coding,0.897736148154629,0.812411693255125,0.816370772357447,4.3447653553826703e-07,4.2004931520785604e-05,3.5890085054057103e-05,orange
6040,KLHL36,protein_coding,0.8950141287918991,0.9337171736587141,0.8822599832105841,5.313681647498029e-07,1.51967145952922e-08,1.27552055820175e-06,orange
2347,NDFIP2,protein_coding,0.891340430157376,0.863705467317776,0.8734036516552209,6.913569032888171e-07,3.8697400242052495e-06,2.2134509113537104e-06,orange
2280,XIAP,protein_coding,0.8798249807737429,0.880892620377929,0.899410942041201,1.49056298438931e-06,1.3927164493895001e-06,3.82785810840219e-07,orange
3637,DPYSL3,protein_coding,0.879069849254297,0.9379257859703491,0.9025035156865991,1.56329299008583e-06,9.11320938587588e-09,3.01173231245557e-07,orange
12522,OSBP2,protein_coding,0.878508225755254,0.848898439124497,0.8068168882603208,1.61934835950477e-06,8.40919790160106e-06,5.21451739869707e-05,orange
3635,MACROH2A1,protein_coding,0.9879717305798159,0.9634902981913309,0.8892242189314321,2.1216395625091702e-14,1.4154735294413998e-10,8.01167906354977e-07,midnightblue
14011,DISP3,protein_coding,0.9713964769270921,0.8189186269955079,0.857160645103631,2.05976985186144e-11,3.2370430349199e-05,5.51138483807537e-06,midnightblue
10550,SIMC1,protein_coding,0.9643587142226541,0.926454769565927,0.8942290115133481,1.17072083775227e-10,3.4109544459387795e-08,5.62564916776412e-07,midnightblue
6048,AGT,protein_coding,0.9605719048800759,0.9433115193100742,0.8848721287629859,2.59463505254255e-10,4.48537139457914e-09,1.07508815367078e-06,midnightblue
11133,SPTBN2,protein_coding,0.957933111654004,0.943837898940282,0.888423621078352,4.32043070998661e-10,4.16979485697464e-09,8.46466734971867e-07,midnightblue
9407,GRM2,protein_coding,0.953576584631493,0.9329920158670129,0.9204299887422429,9.37358201123545e-10,1.65404261630815e-08,6.281038963103879e-08,midnightblue
14139,LINC00487,lncRNA,0.9492229153575991,0.8798733413590358,0.860532517237448,1.89386475700563e-09,1.4860061953214399e-06,4.60357774822893e-06,midnightblue
2537,EYA1,protein_coding,0.9467819055993791,0.9720865269950331,0.9062873906702629,2.73597071274067e-09,1.69791821249101e-11,2.22131167800247e-07,midnightblue
8757,NPR2,protein_coding,0.946248765698055,0.9609647057242728,0.94155325082256,2.9580664612149e-09,2.3978885147545597e-10,5.69494702638736e-09,midnightblue
2196,PLCB4,protein_coding,0.9370097770138491,0.9600244358120491,0.91605102064326,1.0216366970514399e-08,2.89224299020857e-10,9.50688164231959e-08,midnightblue
1665,PCBP4,protein_coding,0.933476088939355,0.939936684568005,0.8528035316596609,1.5632516837372698e-08,7.047622831562741e-09,6.908756317839901e-06,midnightblue
1903,SUSD2,protein_coding,0.928580460116138,0.9586084233110991,0.9506065791842709,2.7160399095017798e-08,3.8038906355900297e-10,1.5249949951186201e-09,midnightblue
9535,RP9,protein_coding,0.9255908661214342,0.914977910324077,0.865614381411798,3.7346172531640604e-08,1.0487381962279698e-07,3.4786166967256104e-06,midnightblue
7991,GFRA1,protein_coding,0.925284951775941,0.957872811322464,0.8103519258080191,3.85544405468089e-08,4.3693904087066695e-10,4.55226526999865e-05,midnightblue
6923,CACNA1A,protein_coding,0.916890360842212,0.9624191034043059,0.854204333842529,8.796301277506311e-08,1.7778818337943e-10,6.4296974763633595e-06,midnightblue
5737,AGAP3,protein_coding,0.914011134986313,0.920428866392106,0.8949518760460441,1.1444505136747199e-07,6.281725087410831e-08,5.337860281429909e-07,midnightblue
18082,AL049779.2,processed_pseudogene,0.9136649634665841,0.888350897990777,0.829698160048124,1.18051384915537e-07,8.50688800999932e-07,2.05399202887459e-05,midnightblue
14107,TMSB4X,protein_coding,0.913576080729278,0.9244034857364308,0.8738710004349641,1.18993060918683e-07,4.22274768558054e-08,2.15221603022886e-06,midnightblue
12931,TMSB4XP8,processed_pseudogene,0.9085400030493871,0.964094720252198,0.895788237643701,1.84178142350221e-07,1.24088334745835e-10,5.020826771457151e-07,midnightblue
11698,GEN1,protein_coding,0.9082027551951041,0.873672422106116,0.8421459911830601,1.89475206980527e-07,2.1780544323172298e-06,1.1665723333713e-05,midnightblue
20282,AC115284.2,TEC,0.8994383178420501,0.892071480154945,0.9251740893357059,3.81987115018965e-07,6.565710033818111e-07,3.90006032872244e-08,midnightblue
706,TBXAS1,protein_coding,0.894259757568225,0.8253154165267029,0.856981280209482,5.61314127435954e-07,2.48034425090595e-05,5.56369665564328e-06,midnightblue
5248,CDO1,protein_coding,0.8872056707015731,0.8832118141121659,0.8379335548070841,9.19613354826124e-07,1.1990485014853701e-06,1.42011466722956e-05,midnightblue
16401,GACAT3,lncRNA,0.875353048845004,0.9005941704514681,0.8115683344509039,1.96756910421943e-06,3.49551827215361e-07,4.34161678827851e-05,midnightblue
6452,TACC2,protein_coding,0.8696251115827299,0.97147981363481,0.800411588673788,2.76607686227335e-06,2.01277523430711e-11,6.62427984684548e-05,midnightblue
18740,BAHCC1,protein_coding,0.86909604849778,0.878390270685011,0.8719580911194591,2.85219761526218e-06,1.63133881354471e-06,2.41244482064026e-06,midnightblue
20502,AC012470.1,lncRNA,0.8687095511957159,0.887648749286924,0.884308052765713,2.9165599131644298e-06,8.923966823464642e-07,1.11590052854899e-06,midnightblue
2191,MYLK2,protein_coding,0.8669186565289749,0.873977475114009,0.9312927515260451,3.23136169950276e-06,2.1384708380949797e-06,2.00998654809984e-08,midnightblue
2052,TRIM9,protein_coding,0.864306355606852,0.97960520063098,0.8606498228959009,3.74274229913366e-06,1.4119580594135402e-12,4.5744620860561e-06,midnightblue
